340,806,-671,41,235,310,40,-443,544,-286,1256,11510,11589,-11124,4208,-5080,1362,5178,6086,76,-8,-20,16,177,179,167,0,0
248,1027,-73,70,246,286,-1412,-124,-106,-551,1501,11778,11277,-16940,3892,-684,1228,-11107,-954,87,-11,-27,16,177,179,167,0,0
149,946,-67,65,224,297,341,-256,204,-480,1580,11755,11293,-15460,2124,-752,1872,2931,1673,79,-17,-23,16,177,179,167,0,0
138,830,-196,70,235,297,1501,114,477,-612,1788,12204,10767,-13892,2952,-3236,-1451,13083,3951,90,-28,-14,16,177,179,167,0,0
391,1011,-231,94,270,268,317,-251,1,-940,1980,12895,9866,-15716,5140,-3976,1632,2167,118,90,-28,-14,16,177,179,167,0,0
252,919,-236,105,299,233,87,-79,27,-880,2051,12949,9786,-14796,4480,-3396,445,856,406,88,-32,0,16,177,179,167,0,0
252,894,-240,118,305,233,53,-25,-5,-865,2148,12967,9744,-15020,3932,-2904,-40,40,-329,96,-30,0,16,177,179,167,0,0
256,932,-345,92,292,241,297,-58,9,-822,2137,13025,9671,-15288,3948,-4592,198,1842,18,92,-34,-4,16,177,179,167,0,0
245,856,-331,97,305,241,325,-76,-13,-793,2129,13124,9541,-14108,2852,-4440,97,2439,-2,111,-35,1,16,177,179,167,0,0
272,830,-328,110,315,224,-8,-710,-182,-630,2217,13209,9415,-15500,3608,-6364,6221,1050,-1592,111,-35,1,16,177,179,167,0,0
210,881,-368,116,320,219,56,-67,32,-546,2280,13314,9256,-14560,3220,-5084,245,354,285,97,-43,11,16,177,179,167,0,0
188,895,-411,132,320,212,174,-315,145,-449,2444,13346,9173,-14428,3476,-5840,1327,1781,1383,100,-38,10,16,177,179,167,0,0
190,909,-378,116,326,212,-11,-80,54,-421,2568,13389,9078,-14316,2716,-5480,460,-6,566,102,-42,4,16,177,179,167,0,0
218,848,-408,132,326,206,44,-93,45,-382,2675,13394,9041,-14292,3456,-5992,749,-119,177,100,-42,14,16,177,179,167,0,0
213,896,-385,139,320,201,1,-82,46,-306,2749,13385,9035,-14472,3552,-5692,385,17,616,100,-42,14,16,177,179,167,0,0
219,876,-369,139,315,201,94,-110,212,-296,2882,13385,8994,-13960,3968,-5188,530,1303,2258,100,-36,14,16,177,179,167,0,0
236,931,-365,150,326,206,302,-51,363,-400,3146,13435,8825,-15208,4196,-6288,580,1457,3872,113,-39,19,16,177,179,167,0,0
266,889,-372,161,315,201,53,-93,490,-504,3497,13409,8727,-13844,4688,-5572,657,372,4350,114,-44,20,16,177,179,167,0,0
334,839,-474,196,315,177,-226,107,70,-556,3756,13299,8784,-13552,5536,-6628,-1225,-1706,614,122,-32,14,16,177,179,167,0,0
315,765,-428,179,310,201,-169,126,-14,-660,3653,13214,8946,-12544,4972,-6884,-1153,-1323,-2,122,-32,14,16,177,179,167,0,0
292,851,-393,179,304,219,46,100,-54,-713,3598,13214,8965,-13920,5004,-5800,-1043,365,-330,122,-34,14,16,177,179,167,0,0
327,853,-397,185,315,206,14,45,-22,-762,3524,13234,8961,-13692,5448,-5964,-535,68,-28,120,-34,12,16,177,179,167,0,0
299,857,-397,172,308,212,37,-73,26,-746,3558,13244,8935,-14008,5136,-5756,316,299,312,121,-35,15,16,177,179,167,0,0
314,848,-374,185,326,195,49,-86,18,-707,3611,13260,8891,-13880,5268,-5348,434,370,220,112,-38,20,16,177,179,167,0,0
322,872,-379,185,320,195,17,-56,2,-676,3641,13265,8875,-14280,5380,-5652,203,13,115,112,-38,20,16,177,179,167,0,0
312,846,-396,179,320,195,-30,-36,-1,-640,3670,13246,8894,-13800,5232,-5908,11,-214,105,117,-41,21,16,177,179,167,0,0
316,847,-413,179,304,195,-11,-32,6,-620,3687,13237,8901,-13792,5372,-6128,-10,-109,117,121,-35,19,16,177,179,167,0,0
307,836,-399,179,286,195,5,-3,5,-614,3698,13237,8897,-13576,5192,-5996,-255,54,136,118,-32,20,16,177,179,167,0,0
315,840,-413,196,316,188,48,21,13,-631,3704,13250,8875,-13660,5308,-6160,-433,405,192,118,-32,20,16,177,179,167,0,0
307,842,-416,185,304,206,85,46,2,-674,3688,13281,8831,-13736,5156,-6184,-623,623,106,121,-33,11,16,177,179,167,0,0
298,848,-413,185,320,206,66,56,-7,-728,3659,13315,8787,-13824,5048,-6248,-661,456,66,126,-40,16,16,177,179,167,0,0
298,844,-411,168,308,195,45,30,0,-762,3636,13339,8759,-13716,5248,-6256,-399,280,132,123,-39,19,16,177,179,167,0,0
304,838,-412,179,308,195,40,20,4,-783,3629,13354,8736,-13696,5256,-6300,-300,196,125,123,-41,21,16,177,179,167,0,0
306,836,-427,179,320,184,30,9,5,-793,3624,13366,8719,-13780,5236,-6460,-275,189,131,123,-41,21,16,177,179,167,0,0
308,839,-420,196,332,188,-3,-5,8,-794,3624,13372,8709,-13644,5280,-6524,-154,-20,176,130,-42,22,16,177,179,167,0,0
304,836,-424,185,320,195,3,-14,15,-790,3639,13371,8706,-13620,5248,-6460,-172,24,142,118,-44,22,16,177,179,167,0,0
308,833,-422,179,315,184,9,-6,0,-789,3640,13371,8705,-13544,5184,-6476,-203,53,108,124,-42,26,16,177,179,167,0,0
306,836,-423,185,320,171,21,-1,0,-792,3639,13378,8695,-13648,5228,-6400,-228,125,119,122,-42,18,16,177,179,167,0,0
306,831,-427,190,304,177,17,-3,4,-796,3638,13387,8681,-13508,5316,-6488,-246,111,101,122,-42,18,16,177,179,167,0,0
308,830,-429,179,326,161,13,3,4,-798,3638,13393,8671,-13528,5252,-6460,-257,108,118,124,-48,20,16,177,179,167,0,0
307,829,-434,190,315,177,12,-1,-2,-803,3636,13400,8661,-13516,5192,-6476,-272,98,83,127,-43,21,16,177,179,167,0,0
306,834,-430,190,320,184,12,9,-8,-806,3635,13406,8651,-13540,5156,-6480,-304,40,60,114,-42,20,16,177,179,167,0,0
313,832,-430,190,326,188,6,12,-5,-810,3633,13406,8652,-13548,5392,-6456,-357,21,63,122,-40,28,16,177,179,167,0,0
307,828,-429,190,321,184,0,12,-12,-819,3619,13407,8655,-13596,5308,-6592,-308,-24,10,122,-40,28,16,177,179,167,0,0
305,831,-435,179,321,184,3,3,-7,-820,3615,13408,8656,-13540,5224,-6632,-262,2,36,125,-41,23,16,177,179,167,0,0
308,832,-434,168,316,177,10,-11,1,-820,3615,13409,8654,-13548,5240,-6480,-178,37,105,123,-37,25,16,177,179,167,0,0
313,831,-433,185,321,184,6,-7,6,-820,3615,13411,8651,-13528,5292,-6552,-188,12,143,122,-34,18,16,177,179,167,0,0
