947,92,-143,214,51,-228,36,25,12,10764,1219,-12291,-148,-15624,-1140,-1056,-124,2,-1,-36,64,-108,0,0
943,87,-144,225,56,-219,63,-3,-7,10757,1252,-12294,-106,-15644,-836,-504,-131,11,-17,-33,57,-105,0,0
951,74,-147,227,60,-230,13,84,6,10796,1253,-12260,-97,-15712,-708,-648,-96,-68,-5,-42,52,-104,0,0
949,99,-142,219,44,-232,9,61,2,10826,1272,-12232,-68,-15684,-992,-480,-75,-44,-9,-42,52,-110,0,0
939,107,-143,206,51,-217,39,13,-5,10845,1275,-12214,-59,-15612,-1080,-744,-109,6,-21,-42,52,-110,0,0
952,106,-123,232,51,-241,-28,7,4,10845,1275,-12214,-60,-15864,-980,-448,-42,11,-8,-36,58,-106,0,0
952,95,-124,248,56,-228,-25,32,12,10852,1262,-12210,-66,-15680,-940,-372,-39,-18,-3,-35,57,-113,0,0
952,100,-137,219,56,-201,82,19,14,10865,1238,-12200,-53,-15588,-1220,-412,-157,15,1,-38,54,-108,0,0
954,80,-113,214,46,-220,15,17,6,10866,1265,-12197,-10,-15712,-844,-284,-99,18,-16,-35,55,-111,0,0
943,114,-128,206,52,-209,-28,7,3,10862,1274,-12200,-2,-15748,-824,-364,-20,38,-18,-35,55,-111,0,0
947,106,-95,227,38,-219,-28,1,5,10854,1259,-12208,-21,-15740,-712,-184,-35,27,-12,-40,58,-104,0,0
950,90,-128,238,27,-227,9,15,3,10857,1251,-12207,-25,-15668,-1084,-620,-78,15,-12,-38,46,-100,0,0
952,93,-123,232,44,-227,-39,-17,2,10847,1245,-12215,-33,-15704,-1128,-492,-39,30,-10,-30,52,-102,0,0
947,97,-118,227,44,-220,-26,-5,3,10837,1229,-12227,-52,-15776,-976,-612,-28,34,-17,-30,52,-102,0,0
953,95,-109,192,44,-232,-63,-16,-8,10827,1208,-12237,-74,-15888,-624,-56,18,11,-17,-33,47,-115,0,0
946,113,-117,256,56,-219,-83,-29,11,10832,1155,-12237,-115,-15680,-944,-652,-18,107,-19,-36,56,-108,0,0
957,87,-108,214,56,-227,-118,-52,6,10794,1113,-12275,-162,-15780,-796,-84,52,62,-14,-34,50,-104,0,0
954,94,-94,214,60,-228,-164,11,21,10797,1014,-12279,-244,-15840,-724,-276,130,-32,10,-42,60,-104,0,0
944,115,-149,184,64,-240,-156,35,28,10846,885,-12244,-336,-15632,-1484,-1220,101,22,-5,-42,60,-104,0,0
954,91,-132,220,40,-222,-210,-44,3,10836,770,-12256,-457,-15740,-804,-932,88,64,-15,-39,47,-103,0,0
951,108,-132,208,78,-214,-99,-68,-10,10793,693,-12295,-540,-15728,-1040,-840,51,77,-31,-41,55,-103,0,0
950,104,-139,214,67,-214,-107,-79,-2,10750,619,-12333,-624,-15680,-624,-564,7,109,-21,-53,53,-109,0,0
956,80,-135,214,62,-251,-82,-12,-5,10717,563,-12362,-673,-15520,-740,-372,-43,17,-19,-49,53,-103,0,0
955,92,-142,233,83,-233,-28,49,2,10734,546,-12347,-687,-15736,-900,-944,-68,-26,-12,-49,53,-103,0,0
954,96,-147,228,72,-235,-42,-18,-15,10740,542,-12342,-696,-15864,-860,-716,-49,40,-29,-48,54,-110,0,0
945,95,-133,193,76,-251,7,-22,-13,10724,542,-12355,-708,-15548,-936,-424,-80,36,-26,-43,59,-101,0,0
946,112,-140,228,81,-240,-10,-28,-21,10712,557,-12365,-708,-15732,-1024,-760,-52,41,-35,-40,60,-106,0,0
957,101,-146,216,70,-241,24,-19,-27,10697,568,-12376,-720,-15644,-1140,-668,-95,30,-38,-40,60,-106,0,0
940,106,-144,251,88,-243,-11,-21,-14,10688,578,-12383,-730,-15576,-1092,-608,-76,34,-20,-41,57,-107,0,0
945,116,-137,216,68,-252,3,-9,-8,10687,582,-12384,-732,-15932,-1392,-956,-78,33,-20,-48,58,-106,0,0
950,96,-135,216,68,-228,-35,-12,-1,10672,580,-12396,-740,-15716,-1120,-852,-38,41,-24,-43,61,-103,0,0
938,103,-153,198,80,-252,-13,-56,-14,10642,576,-12421,-753,-15592,-1092,-548,-56,75,-29,-47,65,-107,0,0
948,90,-149,198,75,-241,11,-30,13,10614,570,-12445,-758,-15664,-760,-892,-100,47,0,-47,65,-107,0,0
943,121,-161,240,64,-241,118,-22,-7,10598,612,-12461,-686,-15724,-1648,-580,-171,39,-21,-51,59,-105,0,0
953,98,-150,204,64,-246,-23,5,-9,10597,628,-12461,-681,-15796,-1044,-940,-53,10,-27,-44,56,-104,0,0
939,102,-169,222,70,-236,98,-35,-40,10585,666,-12470,-665,-15632,-1232,-1208,-134,32,-52,-51,55,-103,0,0
962,118,-141,228,64,-260,-12,-9,-23,10581,695,-12472,-664,-15800,-1112,-924,-59,31,-39,-49,59,-107,0,0
954,123,-159,204,57,-240,17,-8,-10,10576,718,-12476,-657,-15536,-1440,-1100,-82,24,-24,-49,59,-107,0,0
958,117,-171,187,70,-246,35,-3,-11,10574,730,-12477,-657,-15572,-1476,-928,-117,19,-22,-50,56,-96,0,0
952,123,-160,187,64,-248,9,14,-7,10576,751,-12474,-643,-15572,-1400,-1052,-70,24,-17,-44,58,-98,0,0
968,112,-140,209,76,-236,-115,9,-6,10571,728,-12478,-679,-15624,-1196,-1004,23,7,-15,-46,62,-104,0,0
961,120,-157,222,70,-248,-60,-4,1,10574,692,-12475,-723,-15760,-1272,-900,-4,22,-11,-46,62,-104,0,0
966,114,-170,216,75,-248,-62,-30,0,10569,655,-12479,-762,-15628,-932,-1112,-19,37,-8,-46,62,-104,0,0
960,125,-156,198,76,-236,59,6,10,10569,646,-12480,-744,-15620,-1768,-1252,-125,29,-6,-48,54,-102,0,0
955,115,-155,204,72,-236,-36,9,5,10569,633,-12480,-763,-15680,-1352,-984,-46,27,-17,-52,58,-106,0,0
958,113,-156,193,72,-248,21,-3,4,10568,627,-12481,-769,-15600,-1428,-960,-89,23,-13,-39,59,-103,0,0
966,121,-148,193,83,-241,11,-23,-7,10561,637,-12487,-756,-15696,-1196,-828,-54,35,-19,-39,59,-103,0,0
963,115,-160,204,72,-236,3,-9,-2,10560,632,-12488,-762,-15624,-1284,-872,-75,23,-14,-55,61,-101,0,0
961,112,-139,163,65,-254,-3,-2,0,10563,628,-12486,-766,-15784,-1260,-664,-73,23,-11,-54,54,-102,0,0
955,123,-177,216,72,-243,14,-9,4,10562,639,-12486,-750,-15732,-1388,-1252,-86,28,-10,-49,51,-99,0,0
968,107,-155,209,72,-248,-3,6,6,10558,637,-12490,-752,-15712,-1260,-1060,-77,14,-8,-48,52,-100,0,0
961,114,-158,204,65,-254,-34,2,0,10556,637,-12491,-751,-15684,-1160,-728,-40,17,-13,-48,52,-100,0,0
966,104,-155,180,83,-243,-13,31,8,10571,618,-12479,-766,-15724,-1164,-1252,-72,-6,-4,-44,50,-104,0,0
963,112,-151,198,72,-254,4,11,1,10580,627,-12471,-755,-15680,-1284,-648,-79,11,-12,-51,55,-95,0,0
957,107,-155,204,65,-236,22,21,3,10593,624,-12460,-754,-15704,-1196,-1136,-97,6,-11,-42,58,-94,0,0
953,136,-172,204,72,-243,1,-54,0,10574,642,-12477,-735,-15708,-1712,-1212,-58,72,-16,-42,58,-94,0,0
964,99,-118,204,59,-238,-54,-47,18,10546,596,-12501,-774,-15652,-988,-100,-22,38,2,-45,51,-99,0,0
962,109,-167,209,83,-244,9,33,15,10567,578,-12484,-767,-15712,-1192,-1356,-94,-2,2,-48,54,-96,0,0
956,108,-148,209,72,-238,4,-7,-7,10562,589,-12489,-748,-15680,-1056,-592,-78,20,-22,-40,60,-98,0,0
963,103,-167,222,72,-249,54,-2,-23,10560,621,-12490,-731,-15612,-1152,-908,-152,13,-29,-43,63,-103,0,0
963,111,-156,169,72,-256,114,12,7,10574,675,-12478,-676,-15464,-1228,-1256,-171,13,-4,-43,63,-103,0,0
960,115,-152,216,72,-256,-14,-11,9,10564,705,-12487,-642,-15736,-1224,-664,-40,20,-6,-40,54,-102,0,0
977,111,-148,257,59,-251,28,15,-10,10574,695,-12479,-650,-15808,-1328,-1060,-124,29,-17,-47,61,-99,0,0
968,119,-143,187,76,-251,-65,-18,7,10570,701,-12482,-645,-15792,-1144,-540,-4,34,-6,-46,58,-94,0,0
955,119,-181,216,72,-238,33,-33,9,10564,674,-12488,-665,-15580,-1268,-1308,-89,48,-8,-45,59,-105,0,0
962,108,-159,209,72,-244,40,-7,18,10553,674,-12498,-643,-15708,-1180,-900,-110,38,5,-45,59,-105,0,0
963,127,-163,180,72,-227,69,-12,25,10547,689,-12505,-592,-15608,-1420,-824,-137,21,19,-47,59,-99,0,0
956,125,-163,198,59,-249,26,4,21,10546,698,-12507,-557,-15708,-1304,-1028,-77,15,10,-48,56,-98,0,0
971,79,-173,195,59,-256,42,-18,45,10543,690,-12511,-530,-15708,-832,-1160,-171,40,46,-43,59,-99,0,0
963,102,-169,211,48,-244,164,-25,53,10530,732,-12524,-405,-15628,-880,-1256,-225,48,43,-43,59,-99,0,0
984,77,-149,217,51,-240,88,-25,87,10501,772,-12550,-277,-15968,-368,-304,-157,18,88,-34,64,-106,0,0
1050,-14,-132,206,36,-233,47,129,106,10541,750,-12519,-149,-16740,44,-656,-132,-121,80,-33,59,-107,0,0
974,-35,-178,182,38,-240,-964,77,115,10596,554,-12480,-326,-15696,2804,-1460,826,-45,81,-38,54,-92,0,0
846,-7,-135,211,46,-233,-288,87,181,10622,306,-12464,-410,-13824,1840,-616,201,-66,171,-46,46,-104,0,0
948,-33,-78,217,57,-224,-102,148,101,10712,67,-12389,-446,-15856,104,752,-20,-132,75,-46,46,-104,0,0
910,-36,-176,222,62,-244,401,-126,-19,10669,307,-12427,-278,-15252,228,-2532,-455,168,-22,-37,55,-107,0,0
1006,54,-132,219,46,-244,-404,-119,-144,10550,299,-12526,-385,-16120,856,-56,318,129,-162,-46,56,-112,0,0
