-84,119,1004,113,297,259,-63,48,-49,15850,544,953,4000,-1888,-1412,17704,-991,-230,-498,102,-48,0,16,177,179,167,0,0
-80,40,966,126,304,254,-78,123,-152,15866,493,1043,3921,-1736,-1772,16728,-1267,-859,-848,95,-43,1,16,177,179,167,0,0
-124,83,996,104,321,254,-127,3,-134,15894,379,1086,3806,-1660,-1896,17852,-626,-1580,-1318,100,-48,-2,16,177,179,167,0,0
-131,62,970,104,304,265,-113,75,-212,15930,229,1138,3651,-768,-2348,16996,-417,-950,-1581,97,-45,-3,16,177,179,167,0,0
-131,34,998,104,304,272,-106,31,-128,15964,143,1141,3504,-1476,-2320,17628,-573,-856,-701,95,-31,-13,16,177,179,167,0,0
-134,38,962,91,297,278,-39,2,-120,15984,56,1163,3404,-884,-2296,16668,-130,-393,-849,89,-45,-9,16,177,179,167,0,0
-132,7,981,80,297,272,-54,5,-164,16011,7,1124,3290,-212,-2212,17196,-271,-427,-1176,88,-32,-8,16,177,179,167,0,0
-132,-26,959,68,297,272,-31,77,-119,16029,-33,1154,3188,360,-2212,16640,-855,-283,-770,82,-38,-6,16,177,179,167,0,0
-139,13,1009,73,297,278,-43,-66,-43,16039,-69,1142,3142,-508,-2428,17808,336,-351,-183,85,-33,-9,16,177,179,167,0,0
-132,22,971,91,297,272,-81,-3,74,16027,-59,1153,3198,-468,-2144,16580,-141,-639,668,87,-43,-7,16,177,179,167,0,0
-118,38,939,80,286,283,-99,-1,75,16017,-103,1099,3268,-1008,-1892,16020,-50,-748,644,84,-42,-2,16,177,179,167,0,0
-120,-3,955,80,280,283,-14,-41,23,16015,-120,1039,3297,-356,-2144,16868,29,-178,260,90,-36,-14,16,177,179,167,0,0
-120,6,977,91,280,265,-51,16,-10,16014,-150,1013,3306,-160,-1744,17056,-385,-465,-11,84,-28,-8,16,177,179,167,0,0
-108,10,990,80,275,283,-20,34,-35,16019,-210,1021,3276,-228,-2004,17304,-557,-365,-275,94,-40,-8,16,177,179,167,0,0
-124,-25,994,91,275,265,-39,-42,-36,16025,-247,1019,3247,92,-2376,18172,103,-145,14,95,-37,-11,16,177,179,167,0,0
-124,1,975,97,268,283,-4,27,-32,16025,-252,1045,3239,-64,-2172,17260,-293,-121,-194,83,-35,-9,16,177,179,167,0,0
-141,-3,1011,91,286,278,4,-16,17,16028,-269,1036,3222,-148,-2276,17588,-297,18,145,92,-42,-14,16,177,179,167,0,0
-120,-6,995,84,268,272,10,-35,-8,16028,-267,1039,3220,-132,-2012,17548,-47,-80,63,90,-34,-12,16,177,179,167,0,0
-122,-3,972,97,275,272,3,-17,4,16028,-277,1039,3220,-484,-2416,17584,-27,119,166,88,-40,-10,16,177,179,167,0,0
-124,-11,986,91,280,278,17,-20,0,16029,-276,1035,3216,28,-2128,17516,-77,-32,94,93,-39,-9,16,177,179,167,0,0
-131,-19,1011,97,280,278,-15,-37,-4,16032,-289,1021,3207,-56,-2228,17496,-264,-127,183,86,-36,-8,16,177,179,167,0,0
-119,-14,978,97,275,272,5,10,20,16030,-294,1024,3218,-336,-2204,16940,-229,-160,289,92,-42,-18,16,177,179,167,0,0
-124,-8,980,104,280,278,-10,-4,-4,16029,-299,1010,3224,108,-2104,17200,-31,-216,40,90,-34,-10,16,177,179,167,0,0
-121,-5,969,91,280,272,-9,34,-3,16029,-311,1001,3224,-176,-2052,17164,-363,-37,110,88,-38,-10,16,177,179,167,0,0
