unix = 1717750136, lat = -38.836185, lon = -72.697327, alt = 55.500000, bat% = 22, batmV = 3118, regCount = 0
unix = 1717750226, lat = -38.836208, lon = -72.697418, alt = 69.300003, bat% = 21, batmV = 3105, regCount = 726
unix = 1717750346, lat = -38.836185, lon = -72.697395, alt = 76.199997, bat% = 21, batmV = 3105, regCount = 1920
unix = 1717750466, lat = -38.836151, lon = -72.697433, alt = 70.699997, bat% = 21, batmV = 3101, regCount = 3139
unix = 1717750586, lat = -38.836109, lon = -72.696976, alt = 29.500000, bat% = 21, batmV = 3097, regCount = 4282
unix = 1717750706, lat = -38.836224, lon = -72.697563, alt = 65.199997, bat% = 21, batmV = 3101, regCount = 5512
unix = 1717750826, lat = -38.836205, lon = -72.697472, alt = 55.099998, bat% = 20, batmV = 3088, regCount = 6670
unix = 1717750946, lat = -38.836227, lon = -72.697563, alt = 72.300003, bat% = 21, batmV = 3097, regCount = 7916
unix = 1717751066, lat = -38.836376, lon = -72.697350, alt = 48.400002, bat% = 20, batmV = 3084, regCount = 9060
unix = 1717751186, lat = -38.836407, lon = -72.697632, alt = 91.800003, bat% = 20, batmV = 3080, regCount = 10304
unix = 1717751306, lat = -38.836102, lon = -72.697678, alt = 49.500000, bat% = 20, batmV = 3084, regCount = 11466
unix = 1717751426, lat = -38.836220, lon = -72.697571, alt = 71.599998, bat% = 21, batmV = 3097, regCount = 12707
unix = 1717751546, lat = -38.836311, lon = -72.697495, alt = 69.099998, bat% = 20, batmV = 3092, regCount = 13860
unix = 1717751666, lat = -38.836239, lon = -72.697540, alt = 63.299999, bat% = 20, batmV = 3080, regCount = 15088
unix = 1717751786, lat = -38.836262, lon = -72.697594, alt = 69.000000, bat% = 20, batmV = 3092, regCount = 16247
unix = 1717751906, lat = -38.836220, lon = -72.697548, alt = 78.500000, bat% = 20, batmV = 3088, regCount = 17474
unix = 1717752026, lat = -38.836117, lon = -72.697403, alt = 62.900002, bat% = 20, batmV = 3088, regCount = 18632
unix = 1717752146, lat = -38.836212, lon = -72.697540, alt = 77.199997, bat% = 20, batmV = 3088, regCount = 19862
unix = 1717752266, lat = -38.836258, lon = -72.697662, alt = 77.500000, bat% = 20, batmV = 3088, regCount = 20993
unix = 1717752386, lat = -38.836182, lon = -72.697533, alt = 60.799999, bat% = 20, batmV = 3088, regCount = 22245
unix = 1717752506, lat = -38.836231, lon = -72.697601, alt = 72.500000, bat% = 20, batmV = 3084, regCount = 23394
unix = 1717752626, lat = -38.836231, lon = -72.697601, alt = 72.500000, bat% = 20, batmV = 3080, regCount = 24687
unix = 1717752753, lat = -38.836231, lon = -72.697601, alt = 72.500000, bat% = 20, batmV = 3080, regCount = 25911
unix = 1717752875, lat = -38.836231, lon = -72.697601, alt = 72.500000, bat% = 20, batmV = 3084, regCount = 27177
unix = 1717752997, lat = -38.836231, lon = -72.697601, alt = 72.500000, bat% = 19, batmV = 3067, regCount = 28339
unix = 1717753119, lat = -38.836231, lon = -72.697601, alt = 72.500000, bat% = 19, batmV = 3075, regCount = 29638
unix = 1717753241, lat = -38.836231, lon = -72.697601, alt = 72.500000, bat% = 19, batmV = 3075, regCount = 30785
unix = 1717753375, lat = -38.836231, lon = -72.697601, alt = 72.500000, bat% = 19, batmV = 3067, regCount = 32120
