unix = 1717759836, lat = -38.834126, lon = -72.699066, alt = 1000000.000000, bat% = 16, batmV = 3024, regCount = 0
unix = 1717759930, lat = -38.834026, lon = -72.699104, alt = 65.699997, bat% = 15, batmV = 3015, regCount = 762
unix = 1717760050, lat = -38.834118, lon = -72.699104, alt = 78.800003, bat% = 14, batmV = 3002, regCount = 1606
unix = 1717760170, lat = -38.833950, lon = -72.699211, alt = 62.799999, bat% = 15, batmV = 3011, regCount = 2543
unix = 1717760290, lat = -38.834133, lon = -72.699318, alt = 66.800003, bat% = 14, batmV = 3006, regCount = 3572
unix = 1717760410, lat = -38.834137, lon = -72.699318, alt = 72.699997, bat% = 15, batmV = 3011, regCount = 4613
unix = 1717760530, lat = -38.834049, lon = -72.699348, alt = 64.599998, bat% = 15, batmV = 3011, regCount = 5621
unix = 1717760650, lat = -38.834049, lon = -72.699348, alt = 64.599998, bat% = 14, batmV = 3002, regCount = 6424
unix = 1717760772, lat = -38.834171, lon = -72.699394, alt = 76.500000, bat% = 14, batmV = 3006, regCount = 7368
unix = 1717760890, lat = -38.834171, lon = -72.699394, alt = 76.500000, bat% = 14, batmV = 3006, regCount = 8348
unix = 1717761012, lat = -38.834084, lon = -72.699478, alt = 77.400002, bat% = 14, batmV = 3002, regCount = 9401
unix = 1717761130, lat = -38.834160, lon = -72.699471, alt = 75.099998, bat% = 14, batmV = 3006, regCount = 10394
unix = 1717761250, lat = -38.834000, lon = -72.699493, alt = 72.900002, bat% = 14, batmV = 2998, regCount = 11242
unix = 1717761370, lat = -38.833920, lon = -72.698730, alt = 220.300003, bat% = 14, batmV = 3002, regCount = 12064
unix = 1717761490, lat = -38.833923, lon = -72.699425, alt = 67.199997, bat% = 14, batmV = 3002, regCount = 13057
unix = 1717761610, lat = -38.833923, lon = -72.699425, alt = 67.199997, bat% = 14, batmV = 3002, regCount = 14086
