unix = 1717167833, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4144, regCount = 0
unix = 1717167953, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4148, regCount = 0
unix = 1717168075, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4152, regCount = 0
unix = 1717168197, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717168319, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717168441, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717168563, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717168685, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717168807, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 97, batmV = 4161, regCount = 0
unix = 1717168929, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717169051, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 97, batmV = 4161, regCount = 0
unix = 1717169172, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717169294, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717169416, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 97, batmV = 4161, regCount = 0
unix = 1717169538, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717169660, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 97, batmV = 4161, regCount = 0
unix = 1717169782, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 97, batmV = 4161, regCount = 0
unix = 1717169904, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 97, batmV = 4161, regCount = 0
unix = 1717170059, lat = -38.756962, lon = -72.609268, alt = 1000000.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717170143, lat = -38.756962, lon = -72.609268, alt = 1000000.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717170380, lat = -38.756962, lon = -72.609268, alt = 1000000.000000, bat% = 97, batmV = 4161, regCount = 0
