unix = 1717170613, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 0
unix = 1717170854, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 2211
unix = 1717170995, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4156, regCount = 3620
unix = 1717171121, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 96, batmV = 4152, regCount = 4847
unix = 1717171243, lat = -38.836555, lon = -72.695633, alt = 45.200001, bat% = 96, batmV = 4156, regCount = 6130
unix = 1717171310, lat = -38.836460, lon = -72.695229, alt = 61.200001, bat% = 96, batmV = 4156, regCount = 6823
unix = 1717171388, lat = -38.836514, lon = -72.695129, alt = 43.799999, bat% = 96, batmV = 4156, regCount = 7623
unix = 1717171503, lat = -38.836514, lon = -72.695129, alt = 43.799999, bat% = 97, batmV = 4161, regCount = 8708
unix = 1717171625, lat = -38.836521, lon = -72.695244, alt = 45.099998, bat% = 96, batmV = 4156, regCount = 9968
unix = 1717171731, lat = -38.836559, lon = -72.695358, alt = 45.099998, bat% = 96, batmV = 4156, regCount = 11039
unix = 1717171789, lat = -38.836571, lon = -72.695198, alt = 76.000000, bat% = 96, batmV = 4156, regCount = 11616
unix = 1717171895, lat = -38.835976, lon = -72.694443, alt = 37.200001, bat% = 96, batmV = 4152, regCount = 12645
unix = 1717172015, lat = -38.836582, lon = -72.695267, alt = 37.200001, bat% = 96, batmV = 4152, regCount = 13818
unix = 1717172135, lat = -38.836540, lon = -72.695244, alt = 55.200001, bat% = 96, batmV = 4152, regCount = 15054
unix = 1717172255, lat = -38.836536, lon = -72.695290, alt = 39.900002, bat% = 96, batmV = 4152, regCount = 16186
unix = 1717172375, lat = -38.836330, lon = -72.695053, alt = 49.299999, bat% = 96, batmV = 4156, regCount = 17454
unix = 1717172495, lat = -38.836624, lon = -72.695526, alt = 26.700001, bat% = 96, batmV = 4152, regCount = 18571
unix = 1717172615, lat = -38.836544, lon = -72.695236, alt = 77.099998, bat% = 96, batmV = 4152, regCount = 19844
unix = 1717172735, lat = -38.836552, lon = -72.695412, alt = 45.299999, bat% = 96, batmV = 4144, regCount = 20970
unix = 1717172855, lat = -38.836582, lon = -72.695396, alt = -54.099998, bat% = 95, batmV = 4139, regCount = 22250
unix = 1717172975, lat = -38.836582, lon = -72.695396, alt = -54.099998, bat% = 95, batmV = 4139, regCount = 23353
unix = 1717173097, lat = -38.836582, lon = -72.695396, alt = 47.200001, bat% = 95, batmV = 4135, regCount = 24690
unix = 1717173215, lat = -38.836819, lon = -72.694565, alt = 47.200001, bat% = 95, batmV = 4139, regCount = 25744
unix = 1717173335, lat = -38.836510, lon = -72.695198, alt = 52.799999, bat% = 95, batmV = 4135, regCount = 27034
unix = 1717173455, lat = -38.836514, lon = -72.695518, alt = 27.200001, bat% = 95, batmV = 4131, regCount = 28138
unix = 1717173575, lat = -38.836544, lon = -72.695137, alt = 62.099998, bat% = 95, batmV = 4135, regCount = 29444
unix = 1717173695, lat = -38.836643, lon = -72.695480, alt = 62.099998, bat% = 94, batmV = 4126, regCount = 30530
unix = 1717173815, lat = -38.836517, lon = -72.695244, alt = 85.000000, bat% = 95, batmV = 4135, regCount = 31824
