unix = 1717754512, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 19, batmV = 3075, regCount = 0
unix = 1717754633, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 19, batmV = 3067, regCount = 870
unix = 1717754760, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 19, batmV = 3067, regCount = 2241
unix = 1717754882, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 19, batmV = 3067, regCount = 3300
unix = 1717755004, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 16, batmV = 3032, regCount = 4566
unix = 1717755126, lat = 0.000000, lon = 0.000000, alt = 0.000000, bat% = 19, batmV = 3067, regCount = 5635
unix = 1717755248, lat = -38.834393, lon = -72.698929, alt = 73.300003, bat% = 18, batmV = 3062, regCount = 6863
unix = 1717755369, lat = -38.834393, lon = -72.698929, alt = 73.300003, bat% = 17, batmV = 3049, regCount = 8030
unix = 1717755496, lat = -38.834423, lon = -72.698799, alt = 57.799999, bat% = 18, batmV = 3062, regCount = 9177
unix = 1717755615, lat = -38.834400, lon = -72.698753, alt = 76.300003, bat% = 18, batmV = 3062, regCount = 10348
unix = 1717755704, lat = -38.834400, lon = -72.698753, alt = 76.300003, bat% = 18, batmV = 3058, regCount = 11198
unix = 1717755826, lat = -38.834538, lon = -72.698936, alt = 78.500000, bat% = 17, batmV = 3049, regCount = 12341
unix = 1717755926, lat = -38.834538, lon = -72.698936, alt = 78.500000, bat% = 17, batmV = 3045, regCount = 13394
unix = 1717756052, lat = -38.834538, lon = -72.698936, alt = 78.500000, bat% = 18, batmV = 3058, regCount = 14559
unix = 1717756174, lat = -38.834538, lon = -72.698936, alt = 78.500000, bat% = 18, batmV = 3054, regCount = 15926
unix = 1717756296, lat = -38.834538, lon = -72.698936, alt = 78.500000, bat% = 18, batmV = 3054, regCount = 17011
unix = 1717756418, lat = -38.834286, lon = -72.699394, alt = 80.400002, bat% = 17, batmV = 3041, regCount = 18254
unix = 1717756538, lat = -38.834286, lon = -72.699394, alt = 80.400002, bat% = 17, batmV = 3045, regCount = 19323
unix = 1717756660, lat = -38.834179, lon = -72.699509, alt = 69.800003, bat% = 17, batmV = 3041, regCount = 20566
unix = 1717756786, lat = -38.834179, lon = -72.699509, alt = 69.800003, bat% = 17, batmV = 3049, regCount = 21716
unix = 1717756908, lat = -38.834202, lon = -72.699402, alt = 103.900002, bat% = 16, batmV = 3024, regCount = 23010
unix = 1717757006, lat = -38.834202, lon = -72.699402, alt = 103.900002, bat% = 16, batmV = 3028, regCount = 23903
unix = 1717757128, lat = -38.834625, lon = -72.698990, alt = 63.500000, bat% = 16, batmV = 3032, regCount = 24957
unix = 1717757246, lat = -38.834625, lon = -72.698990, alt = 63.500000, bat% = 16, batmV = 3032, regCount = 26202
unix = 1717757370, lat = -38.834625, lon = -72.698990, alt = 63.500000, bat% = 17, batmV = 3041, regCount = 27323
unix = 1717757492, lat = -38.834625, lon = -72.698990, alt = 63.500000, bat% = 16, batmV = 3032, regCount = 28711
unix = 1717757615, lat = -38.834625, lon = -72.698990, alt = 63.500000, bat% = 16, batmV = 3024, regCount = 29728
unix = 1717757737, lat = -38.834625, lon = -72.698990, alt = 63.500000, bat% = 16, batmV = 3032, regCount = 31117
unix = 1717757861, lat = -38.834290, lon = -72.699524, alt = 82.000000, bat% = 16, batmV = 3028, regCount = 32135
unix = 1717757978, lat = -38.834389, lon = -72.699341, alt = 51.400002, bat% = 16, batmV = 3024, regCount = 33411
unix = 1717758086, lat = -38.834389, lon = -72.699341, alt = 51.400002, bat% = 15, batmV = 3019, regCount = 34498
unix = 1717758208, lat = -38.834164, lon = -72.699638, alt = 81.199997, bat% = 16, batmV = 3024, regCount = 35519
unix = 1717758326, lat = -38.834171, lon = -72.699501, alt = 74.400002, bat% = 15, batmV = 3019, regCount = 36714
unix = 1717758446, lat = -38.834171, lon = -72.699501, alt = 74.400002, bat% = 15, batmV = 3011, regCount = 37741
unix = 1717758568, lat = -38.833996, lon = -72.699181, alt = 26.799999, bat% = 16, batmV = 3024, regCount = 39006
unix = 1717758686, lat = -38.834015, lon = -72.699226, alt = 69.699997, bat% = 14, batmV = 3006, regCount = 40150
unix = 1717758806, lat = -38.834015, lon = -72.699226, alt = 69.699997, bat% = 15, batmV = 3015, regCount = 41037
unix = 1717758928, lat = -38.834015, lon = -72.699226, alt = 69.699997, bat% = 15, batmV = 3019, regCount = 42184
unix = 1717759050, lat = -38.833839, lon = -72.699539, alt = 75.300003, bat% = 14, batmV = 3006, regCount = 43319
unix = 1717759166, lat = -38.833969, lon = -72.699905, alt = 132.399994, bat% = 14, batmV = 3002, regCount = 44165
unix = 1717759286, lat = -38.833969, lon = -72.699905, alt = 132.399994, bat% = 15, batmV = 3015, regCount = 45173
unix = 1717759408, lat = -38.834064, lon = -72.699181, alt = 64.500000, bat% = 15, batmV = 3015, regCount = 46293
unix = 1717759526, lat = -38.834122, lon = -72.698936, alt = 64.500000, bat% = 13, batmV = 2993, regCount = 47324
