497860;-303;-2;-2249;-138;97;-65;-173;45;28;128;141;-17;-1021;56;292;-225;126;-91;-93;752;-667;-16293;1404;17
497861;-301;-18;-2080;-14;57;43;-175;47;27;127;130;-36;-948;51;305;-232;6;-61;46;686;-676;-16291;1451;17
497862;-397;-68;-2144;126;85;16;-174;47;27;134;178;5;-971;44;286;-244;-138;-86;-24;680;-636;-16306;1296;17
497863;-506;132;-2066;-64;1;101;-174;45;28;132;203;-81;-935;51;299;-225;-14;-6;105;800;-673;-16326;899;17
497864;-402;-240;-1880;351;-73;316;-173;46;27;127;196;98;-865;38;299;-225;-258;50;265;799;-758;-16322;895;17
497865;-247;215;-2504;33;-174;-16;-174;45;27;132;120;-121;-1128;62;292;-214;-190;170;-3;893;-973;-16321;556;17
497866;-350;-342;-2225;136;21;-234;-176;45;26;134;102;98;-973;56;305;-208;-172;14;-188;980;-919;-16321;511;17
497867;-526;9;-2036;151;80;-171;-175;48;26;137;246;-15;-951;56;310;-214;-228;-79;-226;922;-639;-16343;313;17
497868;-403;-309;-2138;107;30;-84;-178;47;24;135;186;104;-960;44;310;-196;-88;-34;-81;876;-552;-16349;243;17
497869;-269;-213;-1984;216;128;-88;-174;48;24;134;116;67;-904;44;345;-214;-239;-127;-99;813;-469;-16357;51;17
497870;-248;-242;-2136;247;118;-68;-177;48;22;134;104;92;-964;38;316;-201;-271;-114;-81;698;-353;-16364;-206;17
497871;-387;-285;-2247;276;36;-184;-177;48;24;132;168;66;-1016;32;328;-196;-307;-33;-185;654;-288;-16362;-463;17
497872;-325;-426;-2116;45;96;-507;-179;50;22;119;137;127;-954;32;332;-177;-81;-99;-514;626;-6;-16360;-630;17
497873;-371;-564;-2184;75;187;-728;-176;54;19;126;160;242;-975;27;345;-172;-116;-193;-746;463;560;-16351;-741;17
497874;51;-399;-2211;71;184;-726;-178;55;17;133;-32;194;-1015;-24;334;-172;-123;-198;-745;238;1168;-16314;-927;17
497875;-381;-301;-2179;-416;-428;-338;-177;57;22;125;139;65;-1056;-59;345;-168;396;413;-370;247;1629;-16283;-768;17
497876;-723;-254;-2057;-306;-459;-925;-177;57;22;133;317;66;-907;-40;339;-172;268;452;-956;668;2230;-16212;-447;17
497877;-252;-425;-2239;-446;-2;-902;-176;59;21;129;106;214;-997;-80;337;-190;405;-7;-944;781;3117;-16065;-191;17
497878;-518;-316;-2051;-158;-47;-272;-174;61;24;134;196;166;-969;-92;297;-196;138;39;-306;696;3630;-15962;29;17
497879;-896;-251;-1842;-15;-150;25;-175;61;23;124;429;97;-848;-115;310;-214;-3;154;3;784;3734;-15933;99;17
497880;-359;-350;-2175;-150;-100;232;-175;60;23;133;203;158;-1002;-108;304;-200;154;97;201;831;3653;-15948;242;17
497881;-25;-179;-2220;160;-200;639;-175;58;23;132;-2;91;-973;-118;291;-206;-159;222;619;1039;3288;-16015;253;17
497882;-229;-226;-2163;94;44;923;-174;56;22;134;75;69;-975;-78;308;-206;-75;-36;910;1087;2543;-16148;214;17
497883;-709;-216;-2034;57;178;896;-175;53;22;131;306;58;-936;-49;308;-208;-47;-159;887;988;1744;-16260;202;17
497884;-719;-320;-2143;-181;-48;458;-177;52;25;137;345;68;-984;-38;308;-214;180;52;441;928;1192;-16312;297;17
497885;-111;-92;-2249;-221;-73;297;-175;52;26;133;58;50;-1014;-9;308;-208;215;77;267;988;981;-16317;500;17
497886;-298;-168;-2096;-291;-77;455;-172;51;29;131;109;29;-938;1;310;-214;297;82;431;1047;645;-16320;766;17
497887;-357;-71;-2046;-480;-3;-130;-174;50;27;138;152;-59;-966;19;310;-225;472;-8;-153;1065;501;-16305;1091;17
497888;-297;67;-2078;-144;-1;17;-173;48;26;139;121;-18;-920;12;292;-232;133;1;-9;1152;700;-16274;1330;17
497889;-710;-77;-2029;-1;-51;-49;-175;51;28;134;319;-32;-944;6;308;-249;-16;53;-64;1146;672;-16270;1393;17
497890;-424;91;-2197;87;47;-338;-174;49;26;133;186;-54;-988;6;297;-244;-118;-46;-354;1245;918;-16264;1236;17
497891;-275;19;-2209;-172;153;-87;-174;51;28;133;125;-42;-974;1;308;-224;154;-146;-110;1230;1115;-16255;1205;17
497892;-578;83;-2087;-292;72;-390;-172;52;26;128;268;-49;-967;19;291;-236;269;-85;-415;1145;1309;-16236;1343;17
497893;-558;133;-2061;-268;-11;-118;-174;51;31;134;256;-89;-940;-9;291;-236;255;9;-145;1255;1554;-16198;1438;17
497894;-508;203;-2174;-339;-102;-89;-171;51;31;133;223;-134;-982;-33;284;-248;324;103;-118;1325;1677;-16159;1663;17
497895;-433;186;-2090;-312;45;-55;-170;55;31;127;194;-116;-940;-20;284;-260;291;-54;-75;1352;1808;-16121;1857;17
497896;-509;171;-2112;-353;7;-182;-171;51;32;131;242;-164;-969;-20;275;-260;352;0;-263;1313;1936;-16087;2040;17
497897;-304;351;-2105;-271;47;-361;-170;54;30;129;133;-122;-914;-38;268;-260;217;-77;-310;1307;2313;-16005;2282;17
497898;-744;221;-1887;13;34;19;-170;56;30;123;338;-144;-893;-68;251;-267;-57;8;-4;1227;2418;-15989;2329;17
497899;-674;348;-1990;147;-82;-40;-170;54;30;130;315;-184;-915;-38;262;-267;-148;100;-46;1385;2446;-15992;2190;17
497900;-146;298;-2274;119;-139;296;-169;53;32;128;77;-124;-990;-73;251;-272;-109;109;344;1487;2330;-16011;2105;17
497901;-531;284;-2197;22;13;-75;-170;53;31;131;233;-178;-999;-16;257;-278;-44;-12;-89;1497;2141;-16048;2020;17
497902;-635;309;-2039;-53;71;88;-171;54;32;132;291;-157;-931;-38;280;-259;42;-69;68;1447;2167;-16042;2070;17
497903;-362;301;-1988;-11;-23;251;-170;51;33;127;175;-141;-888;-27;257;-283;6;27;229;1406;1998;-16062;2116;17
497904;-269;220;-2122;365;-106;641;-170;52;32;130;110;-130;-991;-20;262;-254;-369;121;634;1405;1519;-16137;1933;17
497905;-623;103;-2216;64;-152;147;-172;50;29;139;276;-128;-998;12;268;-248;-76;158;133;1525;1116;-16169;1856;17
497906;-623;268;-2000;240;246;212;-171;49;31;136;283;-164;-945;25;268;-254;-258;-245;206;1487;1009;-16188;1777;17
497907;-631;186;-2005;-49;6;-116;-171;50;31;140;303;-102;-894;-4;280;-260;72;9;-190;1425;995;-16201;1718;17
497908;-340;91;-2248;198;-9;228;-173;50;29;134;162;-65;-1038;12;280;-254;-220;-18;196;1425;930;-16214;1628;17
497909;-542;202;-2154;81;16;38;-173;49;29;134;221;-162;-992;12;280;-243;-112;-71;106;1419;750;-16233;1537;17
497910;-438;224;-2057;-38;10;108;-171;48;30;132;185;-146;-944;25;284;-248;7;-29;85;1399;764;-16236;1514;17
497911;-646;98;-2012;-109;-44;11;-172;49;30;131;293;-86;-913;-16;284;-230;127;30;-4;1397;763;-16226;1623;17
497912;-420;234;-2146;41;-1;184;-172;48;30;133;192;-119;-981;1;280;-248;-79;4;155;1437;720;-16229;1574;17
497913;-302;107;-2252;-31;-119;-131;-171;48;31;128;143;-104;-1026;6;275;-248;12;106;-91;1475;654;-16226;1593;17
497914;-534;125;-1973;191;110;84;-172;49;29;133;223;-109;-942;12;280;-254;-203;-170;91;1476;718;-16230;1528;17
497915;-802;183;-1982;-51;12;-248;-173;51;30;131;371;-109;-913;-16;284;-248;41;-23;-287;1429;866;-16232;1473;17
497916;-393;133;-2255;246;-84;318;-172;47;27;130;235;-59;-1001;19;280;-248;-268;88;273;1460;816;-16243;1341;17
497917;-406;55;-2210;66;-54;198;-171;48;28;129;135;-134;-966;6;291;-219;-94;47;299;1484;459;-16262;1249;17
497918;-431;111;-2129;-15;58;14;-175;48;29;138;193;-81;-951;30;291;-230;-2;-70;-28;1452;497;-16264;1255;17
