371789;-710;363;-2098;-23;-76;-97;-160;23;26;-506;336;-129;-945;326;107;-193;8;87;-174;2502;-6284;-14922;193;16
371790;-467;34;-2059;15;71;208;-160;23;23;-492;219;-55;-930;348;113;-164;-7;-53;207;2533;-6362;-14883;224;16
371791;-577;304;-2082;15;84;-22;-159;22;23;-500;249;-153;-947;337;113;-188;-45;-84;-28;2443;-6427;-14870;217;16
371792;-662;232;-2022;-49;71;-5;-161;23;26;-504;305;-132;-932;313;102;-188;37;-68;-30;2411;-6395;-14889;236;16
371793;-612;146;-2017;-70;-90;-31;-160;25;26;-502;291;-95;-921;308;96;-187;85;98;-55;2488;-6348;-14896;228;16
371794;-486;194;-2051;40;-23;125;-160;22;23;-499;232;-123;-923;331;102;-188;-38;39;121;2529;-6374;-14879;183;16
371795;-566;255;-2095;-60;30;-31;-157;24;24;-500;245;-155;-957;326;107;-193;29;-34;-27;2500;-6418;-14865;173;16
371796;-633;195;-1994;-19;69;-23;-159;26;25;-499;294;-92;-892;331;107;-187;33;-50;-50;2502;-6359;-14889;236;16
371797;-531;213;-2066;45;13;75;-160;24;25;-493;240;-116;-955;342;124;-193;-57;-51;64;2429;-6372;-14896;227;16
371798;-657;238;-2022;-114;-90;-164;-160;25;26;-502;298;-145;-954;320;102;-180;63;66;-174;2460;-6336;-14906;212;16
371799;-573;234;-2123;-13;-32;152;-159;24;23;-499;287;-108;-954;331;102;-193;-10;51;68;2540;-6235;-14936;187;16
371800;-492;121;-2044;6;119;43;-160;23;27;-499;217;-90;-937;313;118;-188;-12;-108;66;2507;-6351;-14892;225;16
371801;-639;252;-2042;-9;52;-28;-157;24;23;-508;285;-134;-935;326;113;-198;-7;-58;-51;2409;-6326;-14919;219;16
371802;-687;243;-2069;-38;5;3;-159;24;25;-504;322;-122;-924;342;107;-176;32;21;-34;2472;-6286;-14926;192;16
371803;-514;148;-2084;35;-38;89;-158;24;25;-499;240;-91;-940;337;113;-193;-28;47;68;2523;-6308;-14908;165;16
371804;-529;243;-2113;-3;-28;-8;-158;24;26;-502;233;-135;-936;326;107;-187;-18;42;-18;2507;-6347;-14894;123;16
371805;-607;224;-2094;-79;45;-17;-160;23;25;-504;279;-124;-954;313;102;-176;60;-36;-45;2497;-6312;-14911;148;16
371806;-640;154;-2006;10;13;25;-161;24;24;-506;295;-79;-898;326;113;-182;3;7;-4;2509;-6286;-14920;169;16
371807;-504;216;-2120;-14;23;90;-158;24;23;-500;238;-120;-968;326;107;-188;-3;-19;66;2463;-6322;-14912;145;16
371808;-604;195;-2101;-75;-10;-88;-158;24;25;-498;266;-113;-958;337;102;-182;60;13;-104;2473;-6328;-14908;150;16
371809;-665;320;-2099;-14;-47;-60;-161;23;25;-502;300;-133;-921;313;102;-180;-7;52;-88;2527;-6227;-14942;157;16
371810;-503;75;-2017;-60;76;104;-160;23;26;-491;235;-82;-923;331;113;-180;52;-71;87;2543;-6274;-14919;215;16
371811;-631;241;-2019;21;61;-60;-160;23;25;-502;284;-120;-923;302;102;-188;-42;-65;-73;2477;-6254;-14938;199;16
371812;-636;201;-2071;-11;-22;25;-159;24;25;-499;303;-119;-954;326;96;-188;-10;-2;5;2467;-6220;-14954;187;16
371813;-553;223;-2084;12;-54;33;-162;22;25;-502;263;-129;-963;320;113;-193;-38;34;26;2468;-6238;-14947;141;16
371814;-516;190;-2101;-30;-33;35;-160;24;25;-494;233;-123;-965;337;96;-182;-7;37;24;2487;-6251;-14939;107;16
371815;-626;235;-2093;-40;43;-4;-158;24;25;-500;287;-121;-946;331;107;-200;20;-33;-33;2490;-6229;-14947;118;16
371816;-610;160;-2060;-53;27;41;-160;24;25;-494;282;-99;-949;342;113;-188;48;-35;18;2473;-6222;-14953;158;16
371817;-621;214;-2007;45;25;-20;-160;24;24;-501;288;-101;-895;331;96;-182;-35;-5;-31;2491;-6218;-14951;147;16
371818;-502;153;-2096;-4;-16;63;-160;25;27;-502;223;-117;-953;320;107;-211;-1;22;62;2466;-6235;-14949;109;16
371819;-610;233;-2023;-101;28;-130;-160;24;24;-508;280;-121;-943;337;118;-193;79;-31;-153;2490;-6171;-14971;125;16
371820;-645;280;-2109;-59;-10;30;-160;26;25;-495;305;-127;-961;308;118;-193;38;12;-1;2522;-6083;-15002;136;16
371821;-551;109;-2042;-19;41;67;-160;23;27;-498;250;-75;-929;320;113;-204;8;-37;51;2524;-6122;-14985;196;16
371822;-606;257;-2043;26;40;20;-161;23;25;-499;278;-132;-939;302;96;-164;-45;-38;0;2462;-6132;-14992;149;16
371823;-632;216;-2075;-25;35;22;-160;23;25;-503;291;-127;-939;326;96;-176;10;-30;7;2458;-6142;-14988;150;16
