641597;-511;422;-1937;152;218;-43;-135;73;13;1068;233;-259;-868;-206;-192;-252;-158;-214;-57;723;-13750;8555;-2377;20
641598;-652;470;-1930;69;187;-303;-135;74;14;1071;307;-224;-887;-206;-182;-241;-95;-185;-312;732;-13871;8403;-2210;20
641599;-647;390;-2109;-208;-139;84;-136;74;14;1059;298;-262;-980;-212;-187;-241;202;154;46;775;-13877;8366;-2293;20
641600;-498;436;-2160;-425;-272;-45;-132;73;14;1065;227;-249;-985;-195;-187;-252;419;276;-74;886;-13868;8282;-2597;20
641601;-342;495;-2340;-312;-223;208;-134;72;13;1070;156;-256;-1037;-188;-187;-246;313;216;189;1011;-13796;8266;-2961;20
641602;-204;310;-1949;-44;-149;-161;-131;74;12;1061;75;-207;-871;-184;-203;-241;126;173;-108;1172;-13678;8350;-3203;20
641603;-322;396;-2006;487;-116;-62;-134;73;13;1059;127;-231;-890;-206;-216;-246;-501;92;-54;947;-13727;8329;-3118;20
641604;-571;551;-2102;792;366;-22;-135;71;15;1065;241;-272;-934;-195;-192;-252;-852;-346;-16;513;-13759;8414;-2840;20
641605;-600;404;-1875;146;365;-111;-135;72;14;1066;243;-250;-817;-188;-192;-270;-162;-369;-95;422;-13805;8471;-2436;20
641606;-717;386;-1957;-7;115;-4;-133;75;13;1073;322;-236;-893;-201;-182;-257;-8;-144;-7;488;-13868;8422;-2228;20
641607;-565;327;-2027;-91;-24;24;-134;74;13;1066;272;-220;-912;-224;-176;-240;82;24;14;514;-13863;8408;-2296;20
641608;-417;363;-2287;-438;-260;-109;-134;74;14;1066;214;-227;-1070;-201;-169;-251;307;211;-166;554;-13891;8317;-2448;20
641609;-275;272;-2450;93;73;14;-132;73;13;1065;110;-161;-1073;-188;-182;-251;36;-69;21;746;-13872;8262;-2677;20
641610;-440;309;-2084;204;139;256;-135;74;16;1054;189;-188;-933;-195;-187;-244;-162;-118;251;709;-13818;8389;-2576;20
641611;-632;455;-2073;354;80;-2;-134;74;15;1060;293;-240;-998;-206;-187;-240;-467;-124;-6;513;-13794;8523;-2290;20
641612;-753;385;-2153;292;-59;-66;-135;73;16;1069;310;-261;-956;-201;-158;-251;-224;5;35;453;-13737;8635;-2229;20
641613;-748;428;-2140;-252;-198;173;-135;72;15;1067;349;-217;-902;-188;-176;-265;280;254;69;299;-13757;8573;-2366;20
641614;-563;536;-2412;-414;-47;971;-134;74;14;1071;282;-221;-1103;-201;-176;-275;322;64;781;432;-13567;8822;-2524;20
641615;-269;160;-1883;-582;-49;1435;-135;75;15;1064;98;-211;-864;-217;-158;-244;613;57;1491;958;-12914;9644;-2783;20
641616;-715;403;-1797;185;-21;877;-138;77;13;1065;310;-174;-833;-246;-152;-268;-122;28;804;1256;-12345;10298;-2900;20
641617;-550;340;-1917;392;-434;1189;-141;75;15;1065;257;-223;-850;-246;-123;-289;-350;457;1189;1160;-11688;11063;-2847;20
641618;-264;364;-2045;227;-530;1090;-145;74;17;1059;118;-242;-932;-240;-94;-294;-222;550;1080;756;-10969;11810;-2840;20
641619;-166;309;-1971;121;-298;716;-147;75;18;1066;68;-223;-863;-235;-57;-313;-115;318;709;535;-10341;12360;-2904;20
641620;-366;385;-2151;324;-114;257;-148;73;19;1062;153;-251;-932;-214;-52;-318;-336;130;260;386;-10041;12648;-2736;20
641621;-519;540;-2223;149;80;258;-149;72;18;1067;240;-268;-1011;-209;-40;-318;-160;-76;239;273;-9951;12747;-2618;20
641622;-480;394;-2049;-236;-106;544;-150;72;19;1061;214;-244;-948;-219;-11;-342;254;104;525;379;-9623;12970;-2730;20
641623;-881;344;-2085;-429;-63;513;-150;70;20;1068;405;-237;-939;-203;-22;-318;447;73;489;488;-9244;13169;-3052;20
641624;-725;512;-1788;281;-271;599;-151;72;20;1066;389;-229;-838;-179;-27;-342;-280;282;581;473;-8915;13383;-3102;20
641625;-129;649;-1905;-83;-242;577;-153;71;21;1065;72;-354;-826;-172;-11;-350;85;253;555;298;-8434;13685;-3153;20
641626;-87;378;-2032;-117;-51;139;-151;71;21;1061;11;-283;-837;-196;-3;-337;153;98;202;323;-8126;13818;-3371;20
641627;-383;426;-1993;351;116;-76;-153;70;21;1066;162;-230;-886;-169;-3;-350;-270;-125;-68;340;-8141;13824;-3308;20
641628;-453;633;-2012;142;89;-267;-154;73;21;1059;204;-394;-932;-179;14;-344;-240;-124;-214;219;-8259;13846;-2911;20
641629;-587;516;-2098;53;-120;-429;-152;71;21;1061;268;-280;-922;-184;14;-342;-73;131;-471;79;-8579;13655;-2892;20
641630;-186;463;-2006;216;-160;-1016;-153;70;21;1067;87;-301;-874;-179;14;-368;-269;119;-938;-136;-8989;13407;-2804;20
641631;-144;595;-2231;-245;79;-1172;-148;72;23;1065;42;-342;-960;-150;-9;-356;194;-96;-1200;-417;-9813;12819;-2764;20
641632;-522;429;-2257;-736;517;-1291;-148;73;18;1069;214;-249;-1020;-174;-32;-342;687;-550;-1328;-119;-10718;12066;-2822;20
641633;-809;322;-2123;-1161;458;-997;-143;72;18;1066;371;-161;-1011;-174;-73;-318;1135;-488;-1042;615;-11547;11183;-3112;20
641634;-635;261;-2137;-319;80;-871;-138;75;16;1054;293;-178;-986;-208;-124;-289;276;-91;-902;1015;-12068;10507;-3370;20
641635;-493;474;-1921;230;-87;-840;-139;72;16;1075;231;-210;-874;-184;-147;-276;-278;79;-851;809;-12576;9912;-3373;20
641636;-508;476;-2021;84;37;-712;-139;72;17;1066;231;-279;-887;-179;-134;-292;-123;-49;-733;512;-12898;9532;-3311;20
641637;-703;422;-2077;-303;287;-643;-137;72;16;1067;316;-279;-931;-177;-145;-292;266;-300;-669;615;-13256;9040;-3258;20
641638;-717;459;-2005;-587;99;-473;-135;71;15;1068;345;-204;-940;-164;-180;-264;576;-101;-496;812;-13599;8502;-3249;20
641639;-579;202;-2051;-534;-5;-155;-134;70;14;1068;259;-166;-939;-147;-192;-257;521;3;-190;1207;-13686;8214;-3493;20
641640;-646;338;-1966;-360;138;-388;-129;71;14;1066;303;-169;-868;-152;-206;-240;329;-152;-406;1329;-13869;7844;-3578;20
641641;-765;431;-1843;-117;306;-287;-131;71;12;1062;360;-197;-817;-152;-217;-203;96;-314;-295;1471;-14043;7556;-3462;20
641642;-726;468;-1920;367;260;-88;-131;71;13;1058;337;-252;-907;-187;-222;-214;-407;-248;-87;1489;-14138;7491;-3197;20
641643;-564;520;-1991;391;-24;311;-134;71;13;1067;251;-288;-872;-164;-211;-251;-408;29;315;1164;-14123;7659;-2991;20
641644;-604;455;-2046;273;-70;-312;-133;70;14;1064;275;-255;-945;-185;-206;-251;-286;72;-331;846;-14124;7761;-2827;20
641645;-744;457;-2022;-86;-78;229;-133;73;13;1060;350;-217;-877;-132;-200;-251;20;57;266;804;-14129;7721;-2923;20
641646;-544;389;-2051;68;228;689;-135;69;16;1060;281;-222;-947;-156;-200;-244;-63;-211;669;860;-13937;8095;-2819;20
641647;-613;331;-2067;357;18;235;-135;73;15;1074;244;-236;-916;-168;-187;-256;-326;-29;354;850;-13714;8531;-2622;20
641648;-755;372;-1949;-226;-44;414;-136;73;14;1069;385;-200;-861;-192;-187;-268;240;110;284;742;-13652;8643;-2608;20
641649;-785;415;-2333;-81;-145;366;-135;74;14;1068;376;-234;-1068;-196;-187;-275;-23;120;313;826;-13481;8882;-2672;20
641650;-507;292;-2046;-159;-298;11;-134;72;16;1056;244;-201;-904;-192;-153;-251;236;343;45;893;-13307;9038;-2977;20
641651;-454;463;-2160;116;-206;152;-136;73;16;1062;229;-217;-979;-196;-164;-275;-125;211;50;756;-13271;9047;-3144;20
641652;-297;347;-1904;61;-87;522;-138;71;16;1062;135;-226;-830;-185;-171;-268;-71;130;515;638;-13079;9312;-3200;20
641653;-467;487;-2019;102;1;386;-137;72;18;1067;208;-248;-946;-185;-164;-292;-131;-17;337;623;-12873;9623;-3120;20
641654;-659;445;-2082;191;102;324;-138;73;17;1067;280;-276;-919;-174;-153;-288;-195;-93;368;628;-12663;9931;-3012;20
641655;-586;396;-1904;-117;124;282;-138;74;17;1060;281;-232;-880;-214;-136;-275;109;-141;262;695;-12543;10111;-2896;20
641656;-557;311;-2079;-173;-200;59;-138;73;15;1063;253;-232;-963;-208;-147;-268;167;153;101;804;-12423;10233;-2957;20
641657;-447;372;-2048;-55;-236;-15;-137;73;18;1063;215;-223;-928;-208;-131;-281;42;248;-37;596;-12410;10218;-3110;20
641658;-379;434;-2036;-5;-220;178;-138;74;16;1056;188;-257;-924;-208;-136;-281;-59;254;132;419;-12378;10246;-3173;20
641659;-531;380;-1944;-61;-47;-365;-140;73;20;1063;226;-260;-827;-196;-136;-281;41;81;-304;366;-12366;10228;-3282;20
641660;-780;460;-2170;-119;183;-827;-137;71;18;1058;340;-292;-1015;-179;-124;-288;81;-210;-827;376;-12703;9825;-3226;20
641661;-544;341;-1818;-81;-125;-339;-137;71;16;1069;262;-202;-814;-196;-155;-281;88;112;-361;389;-13039;9357;-3274;20
641662;-549;397;-2221;-174;6;-279;-135;72;17;1067;255;-264;-977;-156;-164;-281;125;3;-293;224;-13184;9137;-3329;20
641663;-520;365;-2080;-242;211;-634;-136;70;16;1068;233;-222;-940;-145;-160;-289;215;-217;-655;408;-13443;8710;-3419;20
641664;-745;322;-2116;-102;239;-485;-133;70;16;1067;329;-192;-905;-150;-179;-276;97;-242;-502;572;-13744;8243;-3355;20
641665;-824;354;-1887;-58;142;-295;-133;72;14;1062;380;-236;-880;-145;-201;-270;31;-153;-305;565;-13968;7953;-3124;20
641666;-777;460;-2166;-107;95;-205;-134;69;17;1070;373;-224;-1001;-163;-188;-246;75;-105;-236;576;-14137;7675;-3053;20
641667;-535;256;-1927;-442;-129;57;-131;69;15;1066;252;-191;-883;-126;-212;-252;438;128;31;760;-14148;7571;-3220;20
641668;-722;351;-2008;-297;17;-208;-130;70;14;1054;334;-182;-905;-139;-219;-270;276;-16;-239;920;-14177;7413;-3413;20
641669;-791;270;-2019;6;233;-484;-130;69;14;1064;349;-211;-873;-132;-235;-246;-30;-240;-485;1095;-14300;7164;-3380;20
641670;-742;431;-1926;51;161;-225;-130;68;14;1063;356;-211;-872;-128;-230;-233;-75;-163;-246;1004;-14518;6815;-3196;20
641671;-603;387;-1994;50;82;-218;-130;70;13;1064;284;-224;-890;-115;-235;-246;-69;-75;-218;953;-14598;6703;-3082;20
